Index,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,AAPL.Close.SMA.50.nFast,AAPL.Close.SMA.200.nSlow,nFast.gt.nSlow,nFast.lt.nSlow
2000-05-18,25.0471464019851,25.5189081885856,24.4683870967742,24.5,13365600,24.5,29.4628,NA,NA,NA
2000-05-19,24.1261968085106,24.1261968085106,22.6968563829787,22.85,26459200,22.85,29.3254,NA,NA,NA
2000-05-22,22.7964476317545,22.7964476317545,20.9119412941961,21.87,26995200,21.87,29.1514,NA,NA,NA
2000-05-23,22.0001165365342,22.6977997902342,20.8138119100338,20.86,18488000,20.86,28.9786,NA,NA,NA
2000-05-24,20.9553061922682,21.8208461626183,20.1797240278253,21.32,24248000,21.32,28.8494,NA,NA,NA
2000-05-25,21.51907872121,22.5305969978228,20.9111951415148,21.22,14530800,21.22,28.7086,NA,NA,NA
2000-05-26,21.3963181660299,21.850989927058,20.7276832233414,21,6486400,21,28.5374,NA,NA,NA
2000-05-30,21.3045888533577,21.4261626313385,19.877312699863,21.29,25481200,21.29,28.3554,NA,NA,NA
2000-05-31,21.1176833333333,22.1824404761905,20.3738119047619,20.42,15483600,20.42,28.1656,NA,NA,NA
2000-06-01,19.8779454667864,21.7769883303411,19.5423911579892,21.67,32280000,21.67,27.9428,NA,NA,NA
2000-06-02,22.7892718236819,24.2477852203976,21.6346153846154,22.5,28336400,22.5,27.6916,NA,NA,NA
2000-06-05,22.6862556127478,23.1579235571131,21.8061329536743,22.2,11582000,22.2,27.4484,NA,NA,NA
2000-06-06,22.3611779907397,23.5233659954775,21.9575729514375,22.58,18771200,22.58,27.2256,NA,NA,NA
2000-06-07,22.7650952775476,23.5869925434963,22.2787655343828,23.48,12056800,23.48,27.0166,NA,NA,NA
2000-06-08,23.73316105896,23.9471047357874,22.6391308933657,23.05,8540800,23.05,26.801,NA,NA,NA
2000-06-09,23.5231331592689,23.812461618799,22.9444762402089,23.28,9020000,23.28,26.6056,NA,NA,NA
2000-06-12,23.4293551924553,23.4463735058669,22.0922019958329,22.17,10374400,22.17,26.4376,NA,NA,NA
2000-06-13,22.1750920634921,23.0262031746032,21.4455682539683,22.98,12570000,22.98,26.2368,NA,NA,NA
2000-06-14,23.0233646616541,23.4026702786378,21.9121937195931,21.99,9925200,21.99,26.0284,NA,NA,NA
2000-06-15,22.1876691566526,22.703152538703,21.6405759445707,22.46,8898800,22.46,25.8586,NA,NA,NA
2000-06-16,22.7316043425814,22.792384033337,21.6521570347626,22.17,10842400,22.17,25.668,NA,NA,NA
2000-06-19,22.0167087559511,23.7938967087559,21.8343707306976,23.49,14089200,23.49,25.529,NA,NA,NA
2000-06-20,23.9513086419753,25.2741017283951,23.9196977777778,24.62,17922000,24.62,25.3808,NA,NA,NA
2000-06-21,24.5555455689376,27.6869854395111,24.4631583677872,27.05,17500000,27.05,25.314,NA,NA,NA
2000-06-22,27.1126511627907,28.026943255814,26.0475981395349,26.14,16706200,26.14,25.256,NA,NA,NA
2000-06-23,26.156494486361,26.569901334881,24.7120023215322,25.14,7320400,25.14,25.2276,NA,NA,NA
2000-06-26,25.5274339552928,26.6214668390911,25.3475263255127,26.32,6631000,26.32,25.2006,NA,NA,NA
2000-06-27,26.1469526570048,26.9831884057971,25.1016579710145,25.16,7270600,25.16,25.1598,NA,NA,NA
2000-06-28,25.9205675973549,26.9270499632623,25.0405033063924,26.47,10235000,26.47,25.0868,NA,NA,NA
2000-06-29,25.8001014634146,26.227996097561,24.8276136585366,24.92,7281200,24.92,24.9682,NA,NA,NA
2000-06-30,25.679089347079,26.7148109965636,25.1344845360825,25.47,11550000,25.47,24.8886,NA,NA,NA
2000-07-03,25.3462689926843,26.4062127180642,25.3462689926843,25.92,2535000,25.92,24.829,NA,NA,NA
2000-07-05,25.8978791400349,26.841388727484,24.6820162696107,25.11,9478800,25.11,24.7452,NA,NA,NA
2000-07-06,25.5254777070064,25.7394055201698,24.13008492569,25.19,11063800,25.19,24.625,NA,NA,NA
2000-07-07,25.5704867744306,26.6499026451139,25.3468240264511,26.47,9422600,26.47,24.5644,NA,NA,NA
2000-07-10,26.3017713985647,28.3246105373709,26.1364431997199,27.78,14211000,27.78,24.5036,NA,NA,NA
2000-07-11,27.7191780821918,28.8133561643836,26.9605479452055,27.69,12783200,27.69,24.4542,NA,NA,NA
2000-07-12,28.2653175951087,28.6591745923913,27.4143919836957,28.63,8057600,28.63,24.4224,NA,NA,NA
2000-07-13,28.442389380531,29.4779840707965,26.6191592920354,27.47,15925600,27.47,24.3986,NA,NA,NA
2000-07-14,27.7777171086843,28.6869474778991,27.6561622464899,28.05,6804400,28.05,24.4,NA,NA,NA
2000-07-17,28.3208283313325,28.5930972388956,27.7762905162065,28.35,9289000,28.35,24.4288,NA,NA,NA
2000-07-18,28.4478602620087,28.6326497816594,27.6600733624454,27.84,11378200,27.84,24.4356,NA,NA,NA
2000-07-19,26.8356006832416,27.6233099259822,25.1629341431012,25.62,16359600,25.62,24.4126,NA,NA,NA
2000-07-20,26.7467803373844,27.7485688372937,26.3236949029566,26.81,16631800,26.81,24.436,NA,NA,NA
2000-07-21,26.4289469753547,27.0464002987304,25.7385660941001,26.04,7013200,26.04,24.4738,NA,NA,NA
2000-07-24,25.5621441774492,25.7177736701581,23.1012528239885,23.68,14720600,23.68,24.4474,NA,NA,NA
2000-07-25,24.461554135038,24.6171434278865,23.8537834598482,24.34,7567200,24.34,24.4108,NA,NA,NA
2000-07-26,24.2330323611666,24.9185976827807,23.946164602477,24.34,7526200,24.34,24.4064,NA,NA,NA
2000-07-27,24.3173076923077,25.8979326923077,24.2589461538462,25.29,10543800,25.29,24.3982,NA,NA,NA
2000-07-28,25.4203518940178,25.5273235354999,22.7946843303664,23.49,8505400,23.49,24.375,NA,NA,NA
2000-07-31,23.9075693761071,25.1087837039953,23.7081775241094,24.71,5550000,24.71,24.3792,NA,NA,NA
2000-08-01,24.4663110930846,24.8796755222064,23.9508213344149,23.98,4904600,23.98,24.4018,NA,NA,NA
2000-08-02,23.8311111111111,24.2882793650794,22.950819047619,22.98,5808800,22.98,24.424,NA,NA,NA
2000-08-03,22.15355,23.369175,21.5165625,23.34,12150000,23.34,24.4736,NA,NA,NA
2000-08-04,24.0563275643731,24.9219079780498,22.5196791895314,23.04,9406800,23.04,24.508,NA,NA,NA
2000-08-07,23.2808260325407,23.8545807259074,22.9453254067584,23.31,6697200,23.31,24.5498,NA,NA,NA
2000-08-08,23.3085818181818,23.3377540106952,22.5160705882353,22.73,6315400,22.73,24.5844,NA,NA,NA
2000-08-09,23.4063789473684,23.5571368421053,22.9784210526316,23.1,13569000,23.1,24.6206,NA,NA,NA
2000-08-10,23.3439865433137,23.5579730866274,23.0424600504626,23.13,8995400,23.13,24.6748,NA,NA,NA
2000-08-11,22.7766743552107,23.340742293982,22.1542545607046,23.19,8503200,23.19,24.7052,NA,NA,NA
2000-08-14,23.1376795580111,23.1862983425414,22.5153591160221,22.88,5603400,22.88,24.7128,NA,NA,NA
2000-08-15,22.972263868066,23.3077318483615,22.607624759049,22.7,4089000,22.7,24.7228,NA,NA,NA
2000-08-16,22.7923793814433,23.8230927835052,22.7583463917526,23.58,5137600,23.58,24.7428,NA,NA,NA
2000-08-17,23.5222356143079,25.4961975116641,23.4882017884915,25.01,9683400,25.01,24.7734,NA,NA,NA
2000-08-18,24.980956,25.190022,24.251656,24.31,6798800,24.31,24.7986,NA,NA,NA
2000-08-21,24.4384158415842,25.0755168316832,24.1368871287129,24.56,4803800,24.56,24.8242,NA,NA,NA
2000-08-22,24.6244573418456,25.6847243180499,24.5028670922809,25.14,9889000,25.14,24.8836,NA,NA,NA
2000-08-23,25.0289578346529,26.6239642791383,24.8295820290922,26.41,8470400,26.41,24.9522,NA,NA,NA
2000-08-24,26.5798895027624,27.532817679558,25.9527071823204,27.28,11109400,27.28,25.058,NA,NA,NA
2000-08-25,27.4792290089773,27.9655870445344,27.4208660447104,27.63,11947800,27.63,25.1614,NA,NA,NA
2000-08-28,27.8361608680675,28.6870478815019,27.7437788494661,28.23,12822600,28.23,25.2826,NA,NA,NA
2000-08-29,28.143037675283,28.9015576955567,28.0506538266599,28.78,9546200,28.78,25.3884,NA,NA,NA
2000-08-30,28.6868907563025,29.1731092436975,28.541025210084,28.93,10199600,28.93,25.4746,NA,NA,NA
2000-08-31,28.6721545782737,29.9022809320643,28.6575680997703,29.63,14988800,29.63,25.5262,NA,NA,NA
2000-09-01,29.8142102774275,30.9423943883985,29.7266787515763,30.85,9181800,30.85,25.6204,NA,NA,NA
2000-09-05,30.4669698910955,31.1768609865471,30.2676169122357,30.36,10669000,30.36,25.7248,NA,NA,NA
2000-09-06,29.8497535934292,30.3360643394935,28.0844455852156,28.42,12700400,28.42,25.7668,NA,NA,NA
2000-09-07,28.7543467741936,30.4223225806452,28.3264112903226,30.15,7770400,30.15,25.8666,NA,NA,NA
2000-09-08,29.9671688179348,29.9671688179348,28.4452275815217,28.63,6984400,28.63,25.9098,NA,NA,NA
2000-09-11,28.5415776865161,29.3634428473648,28.2692436687201,28.42,6699000,28.42,25.9798,NA,NA,NA
2000-09-12,27.8806441558442,29.2032,27.7153246753247,28.08,6722200,28.08,26.032,NA,NA,NA
2000-09-13,27.5922413793103,28.9293103448276,27.5922413793103,28.2,10932600,28.2,26.0776,NA,NA,NA
2000-09-14,28.476679563841,28.9970014069645,27.6256858951811,27.65,15241800,27.65,26.1284,NA,NA,NA
2000-09-15,28.0855513307985,28.299536483795,26.3833967046895,26.86,14095400,26.86,26.1618,NA,NA,NA
2000-09-18,26.869024068579,29.5437685459941,26.7766238048137,29.5,15163200,29.5,26.2224,NA,NA,NA
2000-09-19,29.0575992659326,29.4223390056723,28.4788788788789,29.15,9706200,29.15,26.2498,NA,NA,NA
2000-09-20,28.8924307944308,29.8796658476658,28.4790565110565,29.69,8121600,29.69,26.2898,NA,NA,NA
2000-09-21,28.450255777033,28.9998077262304,26.8696860116423,27.57,18238400,27.57,26.2686,NA,NA,NA
2000-09-22,24.4657558919333,25.5015750143706,24.3150028741138,25.38,25961200,25.38,26.2268,NA,NA,NA
2000-09-25,25.6552336448598,26.9927102803738,25.3196485981308,26.02,15564000,26.02,26.1862,NA,NA,NA
2000-09-26,25.9191893468118,26.6193137636081,24.9808281493002,25.01,10396600,25.01,26.1194,NA,NA,NA
2000-09-27,25.1665304454434,25.6528402125051,23.4644462607274,23.8,14370000,23.8,26.0386,NA,NA,NA
2000-09-28,23.9821719626168,26.1707700934579,23.4082728971963,26.02,34988200,26.02,26.0466,NA,NA,NA
2000-09-29,13.7063611650485,14.1001941747573,12.3352388349515,12.52,265069000,12.52,25.7608,NA,NA,NA
2000-10-02,12.9762927835052,13.0054639175258,11.4253608247423,11.79,86610600,11.79,25.4758,NA,NA,NA
2000-10-03,12.1290452711788,12.1582250112057,10.7916405199462,10.85,72795600,10.85,25.2192,NA,NA,NA
2000-10-04,10.8819348010161,11.5532387806943,10.6387087214225,11.49,52368200,11.49,24.9622,NA,NA,NA
2000-10-05,11.4304170444243,11.9168177697189,10.7008159564823,10.73,31189400,10.73,24.69,NA,NA,NA
2000-10-06,11.0331275349256,11.1546913023885,10.211356466877,10.79,21881000,10.79,24.4,NA,NA,NA
2000-10-09,11.0032,11.1248091954023,10.2735448275862,10.58,21342600,10.58,24.1418,NA,NA,NA
2000-10-10,10.5147580258745,10.9135601341639,9.97005270723526,10.15,24683400,10.15,23.8506,NA,NA,NA
2000-10-11,9.78311926605505,10.2110091743119,9.29688073394495,9.54,42801200,9.54,23.5618,NA,NA,NA
2000-10-12,9.880815,10.124065,9.48675,9.73,42548200,9.73,23.2968,NA,NA,NA
2000-10-13,9.84961468721668,10.7591840435177,9.72801450589302,10.73,44564000,10.73,23.0446,25.8383,NA,NA
2000-10-16,10.8436976744186,11.3005813953488,10.3868139534884,10.45,29298800,10.45,22.7928,25.76555,NA,NA
2000-10-17,10.5431510934394,10.6646719681909,9.57098409542743,9.78,21495600,9.78,22.5222,25.67835,NA,NA
2000-10-18,9.44946322067594,10.2369184890656,9.11406560636183,9.78,29803800,9.78,22.2632,25.60265,NA,NA
2000-10-19,9.31697993664203,9.63305702217529,8.90364836325238,9.21,53818200,9.21,21.9854,25.52225,NA,NA
2000-10-20,9.26609230769231,9.90295384615385,9.20775384615385,9.48,28270400,9.48,21.7124,25.45415,NA,NA
2000-10-23,9.8613500245459,10.0024349533628,9.45755522827688,9.91,19694000,9.91,21.4468,25.38275,NA,NA
2000-10-24,10.0654054054054,10.152972972973,9.15081081081081,9.18,28736200,9.18,21.1728,25.3098,NA,NA
2000-10-25,9.27243243243243,9.33567567567568,8.97081081081081,9,23720600,9,20.8988,25.24205,NA,NA
2000-10-26,9.15081081081081,9.18,8.51351351351351,9,25780600,9,20.6072,25.18105,NA,NA
2000-10-27,9.18082435344828,9.33651400862069,8.69429418103448,9.03,26594600,9.03,20.2876,25.1086,NA,NA
2000-10-30,9.29760745727602,9.69635422061108,9.1176851372346,9.39,22832800,9.39,19.9892,25.03345,NA,NA
2000-10-31,9.6023773006135,9.8454754601227,9.3592791411043,9.51,31649000,9.51,19.6882,24.95465,NA,NA
2000-11-01,9.45447804878049,10.1499463414634,9.45447804878049,9.97,20553800,9.97,19.3848,24.87495,NA,NA
2000-11-02,10.2712684894666,10.9132227700583,10.2420887494397,10.85,21105400,10.85,19.0736,24.7912,NA,NA
2000-11-03,11.1847191011236,11.1847191011236,10.6692494382022,10.82,18423400,10.82,18.7444,24.71,NA,NA
2000-11-06,10.916473880597,11.0040391791045,10.1527098880597,10.43,14060000,10.43,18.4004,24.633,NA,NA
2000-11-07,10.4523697794463,10.6030783669639,10.1169216330361,10.36,10786800,10.36,18.043,24.54835,NA,NA
2000-11-08,10.3867148554337,10.4207377866401,9.62848953140578,9.75,15082800,9.75,17.6624,24.46315,NA,NA
2000-11-09,9.66435859336305,9.97077761267954,9.27039128281327,9.82,17035400,9.82,17.2802,24.3785,NA,NA
2000-11-10,9.41590766002099,9.66395068205666,9.27,9.27,15080600,9.27,16.873,24.3013,NA,NA
2000-11-13,9.11848218895199,9.72638100154879,8.87532266391327,9.42,15423200,9.42,16.4444,24.22225,NA,NA
2000-11-14,9.69920987654321,9.97160493827161,9.51437037037037,9.85,14611200,9.85,16.0342,24.14965,NA,NA
2000-11-15,9.73778560644187,9.81557121288374,9.35858077503774,9.66,10086600,9.66,15.659,24.07785,NA,NA
2000-11-16,9.48315789473684,9.63391578947368,9.17677894736842,9.24,8554000,9.24,15.2408,23.99845,NA,NA
2000-11-17,9.33567567567568,9.36486486486486,8.87837837837838,9,15943400,9,14.8482,23.91215,NA,NA
2000-11-20,9.03980464625132,9.48231256599789,8.87447201689546,9.21,14581600,9.21,14.464,23.81955,NA,NA
2000-11-21,9.33484848484849,9.48564593301436,9.12081339712919,9.15,10786200,9.15,14.0854,23.72565,NA,NA
2000-11-22,9.15081081081081,9.30162162162162,8.93675675675676,9,10029600,9,13.7014,23.63375,NA,NA
2000-11-24,9.17117555670637,9.48239254272398,9.14686172967374,9.39,5751800,9.39,13.3362,23.5427,NA,NA
2000-11-27,9.66390048154093,9.69794542536116,8.9975922953451,9.09,9244000,9.09,12.9808,23.45595,NA,NA
2000-11-28,9.09103161397671,9.24181919023849,8.72622296173045,8.77,9618200,8.77,12.5662,23.359,NA,NA
2000-11-29,8.7977562642369,8.90474943052392,8.38923690205011,8.54,17586200,8.54,12.154,23.25705,NA,NA
2000-11-30,8.11235151515151,8.2630303030303,7.83529696969697,8.02,28922200,8.02,11.7206,23.1584,NA,NA
2000-12-01,8.27080890973036,8.51406799531067,8.17837045720985,8.3,13783800,8.3,11.3352,23.06025,NA,NA
2000-12-04,8.36325943678849,8.36325943678849,7.99837028160575,8.12,13273400,8.12,10.99,22.9656,NA,NA
2000-12-05,8.24081176470588,8.48404705882353,7.96352352941176,8.27,21932200,8.27,10.635,22.8686,NA,NA
2000-12-06,7.1156394129979,7.29559748427673,6.80922431865828,6.96,49092400,6.96,10.274,22.7621,NA,NA
2000-12-07,7.0232285115304,7.23723270440252,6.80922431865828,6.96,14606600,6.96,9.93720000000002,22.65685,NA,NA
2000-12-08,7.19848605577689,7.44151394422311,7.01864541832669,7.32,15568200,7.32,9.56320000000002,22.55925,NA,NA
2000-12-11,7.39,7.48243581303489,7.23918367346939,7.39,11884000,7.39,9.46060000000002,22.4585,NA,NA
2000-12-12,7.41677503250975,7.7815344603381,7.29518855656697,7.48,13803400,7.48,9.37440000000002,22.35655,NA,NA
2000-12-13,7.56216,7.56216,7.23168,7.29,12327200,7.29,9.30320000000002,22.2346,NA,NA
2000-12-14,7.30682825484764,7.4137811634349,7.02,7.02,9406600,7.02,9.21380000000002,22.1214,NA,NA
2000-12-15,7.08324324324324,7.14648648648649,6.81081081081081,6.84,18363800,6.84,9.13600000000002,22,NA,NA
2000-12-18,7.08075789473684,7.1148,6.77924210526316,6.93,11645000,6.93,9.05880000000002,21.88185,NA,NA
